gene_id	transcript_id
MUT	uc003ozg.3
MVD	"uc002flf.1,uc002flg.1"
MVK	"uc001toy.3,uc001toz.3,uc001tpc.3,uc009zvk.2,uc010sxr.1"
MVP	"uc002dui.2,uc002duj.2,uc010bzh.1,uc010vdz.1,uc010vea.1"
MX1	"uc002yzh.2,uc002yzi.2,uc010goq.2"
MX2	"uc002yze.1,uc002yzf.1,uc002yzg.1,uc010gop.1,uc011aer.1"
MXD1	"uc002sfy.2,uc010yqp.1,uc010yqq.1,uc010yqr.1,uc010yqs.1"
MXD3	"uc003mga.3,uc003mgb.2,uc003mgc.2,uc010jkk.2"
MXD4	"uc003geu.1,uc003gev.1"
MXI1	"uc001kyy.2,uc001kyz.2,uc001kza.2,uc009xxu.2,uc009xxv.2,uc010qrc.1"
MXRA5	uc004crg.3
MXRA7	"uc002jsk.1,uc002jsl.2,uc002jsm.2"
MXRA8	"uc001aew.2,uc001aex.3,uc001aey.3,uc001aez.2,uc001afa.2,uc010nyl.1"
MYADML2	uc010wvf.1
MYADML	uc002rpb.2
MYADM	"uc002qcl.2,uc002qcm.2,uc002qcn.2,uc002qco.2,uc002qcp.2"
MYBBP1A	"uc002fxz.3,uc002fya.3,uc002fyb.3,uc010vsa.1"
MYBL1	"uc003xwj.2,uc003xwk.2,uc003xwl.2,uc003xwm.2"
MYBL2	"uc002xla.1,uc002xlb.1,uc010zwj.1"
MYBPC1	"uc001tif.1,uc001tig.2,uc001tih.2,uc001tii.2,uc001tij.2,uc001tik.2,uc001til.2,uc001tim.2,uc010svq.1,uc010svr.1,uc010svs.1,uc010svt.1,uc010svu.1"
MYBPC2	uc002psf.2
MYBPC3	"uc001nfa.3,uc010rhl.1"
MYBPHL	"uc001dxk.1,uc001dxl.2,uc010ovh.1"
MYBPH	uc001gzh.1
MYB	"uc003qfb.1,uc003qfc.2,uc003qfd.2,uc003qfe.2,uc003qff.2,uc003qfg.2,uc003qfh.2,uc003qfi.2,uc003qfj.2,uc003qfk.2,uc003qfl.2,uc003qfm.2,uc003qfn.2,uc003qfo.2,uc003qfp.2,uc003qfq.2,uc003qfr.2,uc003qfs.2,uc003qft.2,uc003qfu.2,uc003qfv.2,uc003qfw.2,uc003qfx.2,uc003qfy.2,uc003qfz.2,uc003qga.2,uc003qgb.2,uc003qgc.2,uc003qgd.1,uc003qge.1,uc010kgi.2,uc010kgj.2,uc010kgk.2"
MYCBP2	"uc001vke.2,uc001vkf.2,uc001vkg.1,uc010aev.2,uc010aew.2"
MYCBPAP	"uc002iqx.2,uc002iqz.2,uc010wmr.1"
MYCBP	uc001ccs.2
MYCL1	"uc001cer.1,uc001ces.1,uc001cet.1"
MYCNOS	uc002rch.1
MYCN	"uc002rci.2,uc010yjr.1"
MYCT1	"uc003qpc.3,uc003qpd.3,uc010kjc.1"
MYC	"uc003ysh.1,uc003ysi.2"
MYD88	"uc003chx.2,uc011ayh.1,uc011ayi.1,uc011ayj.1,uc011ayk.1,uc011ayl.1"
MYEF2	"uc001zwg.3,uc001zwh.3,uc001zwi.3,uc001zwj.3,uc001zwl.2"
MYEOV2	"uc002vyu.1,uc010zof.1"
MYEOV	"uc001oov.2,uc001oow.2,uc001oox.2,uc009ysl.2"
MYF5	uc001szg.2
MYF6	uc001szf.1
MYH10	"uc002gll.2,uc002glm.2,uc010cnx.2,uc010cny.1"
MYH11	"uc002ddv.2,uc002ddw.2,uc002ddx.2,uc002ddy.2,uc002dea.1,uc002deb.3,uc010bvg.2,uc010bvh.2"
MYH13	"uc002gmk.1,uc010vve.1,uc010vvf.1"
MYH14	"uc002prq.1,uc002prr.1,uc002prs.1,uc010enu.1,uc010ycb.1"
MYH15	uc003dxa.1
MYH16	uc003upw.2
MYH1	uc002gmo.2
MYH2	"uc002gmp.3,uc010coi.2,uc010coj.2"
MYH3	uc002gmq.1
MYH4	uc002gmn.2
MYH6	"uc001wjv.2,uc010akp.1"
MYH7B	"uc002xbi.1,uc010gfa.1"
MYH7	uc001wjx.2
MYH8	uc002gmm.2
MYH9	"uc003apg.2,uc003aph.1,uc003api.1"
MYL10	uc003uyr.2
MYL12A	"uc002klr.2,uc002kls.2"
MYL12B	"uc002klt.3,uc010dkl.2,uc010wyv.1"
MYL1	"uc002veb.2,uc002vec.2"
MYL2	"uc001trx.3,uc001try.3"
MYL3	uc003cql.1
MYL4	"uc002ilg.2,uc002ilh.2"
MYL5	"uc003gat.2,uc003gau.2,uc003gav.2"
MYL6B	"uc001sjs.2,uc001sjt.2,uc001sju.1,uc009zoo.2"
MYL6	"uc001sjv.2,uc001sjw.1,uc001sjx.1,uc001sjz.2,uc010sqd.1,uc010sqe.1"
MYL7	uc003tkg.2
MYL9	"uc002xfl.1,uc002xfm.1"
MYLIP	"uc003nbq.2,uc003nbr.2"
MYLK2	"uc002wwq.2,uc002wws.2,uc010gdw.1"
MYLK3	"uc002eei.3,uc002eej.1,uc010vge.1"
MYLK4	"uc003mtx.3,uc003mty.3"
MYLK	"uc003egl.2,uc003egm.2,uc003ego.2,uc003egp.2,uc003egq.2,uc003egr.2,uc003egs.2,uc003egt.2,uc003egu.1,uc010hrr.2,uc010hrs.1,uc011bjv.1,uc011bjw.1"
MYLPF	uc002dxv.1
MYNN	"uc003fft.2,uc003ffu.2,uc003ffv.2,uc003ffw.1,uc010hwo.2,uc011bpm.1"
MYO10	"uc003jft.3,uc003jfu.2,uc003jfv.2,uc010itx.2,uc011cnb.1,uc011cnc.1,uc011cnd.1,uc011cne.1"
MYO15A	"uc002gsl.2,uc002gsm.1,uc010cpv.2,uc010vxh.1,uc010vxi.1,uc010vxj.1,uc010vxk.1,uc010vxl.1,uc010vxm.1"
MYO15B	"uc002jom.1,uc002jon.1,uc002joo.1,uc002joq.2,uc002jor.1,uc002jos.3,uc010dgh.2,uc010dgi.1,uc010dgj.1,uc010wse.1"
MYO16	"uc001vqt.1,uc001vqu.1,uc010agk.1,uc010tjh.1"
MYO18A	"uc002hds.2,uc002hdt.1,uc002hdu.1,uc010csa.1,uc010wbc.1,uc010wbd.1"
MYO18B	"uc003abz.1,uc003aca.1,uc010guy.1,uc010guz.1,uc010gva.1,uc010gvb.1,uc011aka.1,uc011akb.1"
MYO19	"uc002hmw.2,uc002hmx.2,uc010cuu.2,uc010wcy.1,uc010wcz.1,uc010wda.1"
MYO1A	"uc001smw.3,uc009zpd.2,uc010sqz.1"
MYO1B	"uc002usq.2,uc002usr.2,uc002uss.1,uc002ust.1,uc002usu.2,uc002usv.2,uc010fsg.2"
MYO1C	"uc002fsn.2,uc002fso.2,uc002fsp.2,uc010vqj.1,uc010vqk.1"
MYO1D	"uc002hho.1,uc002hhp.1,uc010wcb.1"
MYO1E	uc002aga.2
MYO1F	"uc002mkg.2,uc002mkh.2,uc010xkf.1"
MYO1G	"uc003tmf.2,uc003tmg.2,uc003tmh.2,uc003tmi.1,uc003tmj.2,uc010kym.2"
MYO1H	"uc010sxn.1,uc010sxo.1"
MYO3A	"uc001ism.2,uc001isn.2,uc009xko.1,uc009xkp.1,uc009xkq.1"
MYO3B	"uc002ufv.2,uc002ufw.2,uc002ufx.2,uc002ufy.2,uc002ufz.2,uc002uga.2,uc002ugb.2,uc010fqb.1"
MYO5A	"uc002abx.3,uc002aby.2,uc002abz.1,uc002aca.1,uc002acb.1,uc002acc.1,uc010ugd.1,uc010uge.1"
MYO5B	"uc002ldz.2,uc002lea.2,uc002leb.2,uc002lec.1"
MYO5C	"uc010bff.2,uc010uga.1,uc010ugb.1,uc010ugc.1"
MYO6	"uc003pig.1,uc003pih.1,uc003pii.1,uc003pij.1"
MYO7A	"uc001oyb.2,uc001oyc.2,uc001oyd.2,uc001oye.2,uc009yus.1,uc009yut.1,uc010rsl.1,uc010rsm.1"
MYO7B	"uc002top.2,uc002toq.1,uc002tor.1,uc002tos.1,uc002tot.2"
MYO9A	"uc002atj.2,uc002atk.2,uc002atl.3,uc002atm.1,uc002atn.1,uc002ato.2,uc010biq.2"
MYO9B	"uc002nfi.2,uc002nfj.1,uc002nfl.1,uc002nfm.1,uc010eak.2"
MYOCD	"uc002gnn.2,uc002gno.2,uc002gnp.1,uc002gnq.2"
MYOC	"uc001ghu.2,uc010pmk.1"
MYOD1	uc001mni.2
MYOF	"uc001kin.2,uc001kio.2,uc001kip.3,uc009xue.2,uc009xuf.2"
MYOG	uc001gzd.2
MYOM1	"uc002klp.2,uc002klq.2"
MYOM2	"uc003wpx.3,uc011kwi.1"
MYOM3	"uc001bil.3,uc001bim.3,uc001bin.3,uc001bio.2,uc001bip.1"
MYOT	"uc003lbv.2,uc011cye.1,uc011cyg.1,uc011cyh.1"
MYOZ1	uc001jur.2
MYOZ2	uc003icp.3
MYOZ3	"uc003lsr.2,uc003lss.2"
MYPN	"uc001jnl.1,uc001jnm.3,uc001jnn.3,uc001jno.3,uc001jnp.1,uc009xps.2,uc009xpt.2,uc010qit.1,uc010qiu.1"
MYPOP	uc002pdt.2
MYRIP	"uc003cka.2,uc010hhu.2,uc010hhv.2,uc010hhw.2,uc010hhx.1,uc011ayz.1"
MYSM1	"uc001czc.2,uc001czd.2,uc009waa.1,uc009wab.1"
MYST1	"uc002eax.2,uc002eay.2,uc002eaz.2,uc002eba.2,uc002ebb.2"
MYST2	"uc002ipl.1,uc002ipm.2,uc010wma.1,uc010wmb.1,uc010wmc.1,uc010wmd.1,uc010wme.1,uc010wmf.1,uc010wmg.1"
MYST3	"uc003xon.3,uc010lxb.2,uc010lxc.2,uc010lxd.2"
MYST4	"uc001jwm.1,uc001jwn.1,uc001jwo.1,uc001jwp.1"
MYT1L	"uc002qxd.2,uc002qxe.2,uc002qxf.1,uc010ewk.2,uc010ewl.1"
MYT1	"uc002yih.2,uc002yii.2,uc002yij.2,uc002yik.2"
MZF1	"uc002qtn.2,uc002qto.2,uc010euu.1"
N4BP1	uc002efp.2
N4BP2L1	"uc001uuc.2,uc001uud.2,uc001uuf.2,uc010tdy.1"
N4BP2L2	"uc001uug.2,uc001uuh.2,uc001uuj.2,uc001uuk.3,uc001uul.1,uc001uum.2,uc010abd.1,uc010abe.1,uc010tdz.1"
N4BP2	"uc003guy.3,uc010ifq.2,uc010ifr.2"
N4BP3	"uc003mik.1,uc003mil.1"
N6AMT1	"uc002ymo.1,uc002ymp.1,uc002ymq.1"
N6AMT2	"uc001uno.1,uc001unp.2,uc009zzr.1"
NAA10	"uc004fjm.1,uc004fjn.1,uc011mzg.1"
NAA11	uc003hlt.3
NAA15	uc003ihu.1
NAA16	"uc001uyd.3,uc001uye.3,uc001uyf.2,uc010tfg.1"
NAA20	"uc002wrp.2,uc002wrq.2,uc002wrr.2"
NAA25	"uc001ttm.2,uc001ttn.3,uc009zvz.1,uc009zwa.1"
NAA30	"uc001xcx.3,uc010aow.2,uc010trk.1"
NAA35	"uc004aoi.3,uc004aoj.3,uc004aok.1"
NAA38	uc003vjg.2
NAA40	"uc009yoz.2,uc010rmw.1,uc010rmx.1,uc010rmy.1"
NAA50	"uc003ean.1,uc010hqm.1,uc011bij.1"
NAAA	"uc003hja.2,uc003hjb.2,uc003hjc.3,uc003hjd.3,uc010iiz.1,uc011cbq.1"
NAALAD2	"uc001pdd.2,uc001pde.2,uc001pdf.3,uc009yvx.2,uc009yvy.2"
NAALADL1	"uc001ocn.2,uc009ypz.2,uc010rnw.1"
NAALADL2	"uc003fit.2,uc003fiu.1,uc010hwy.1,uc010hwz.1"
NAB1	"uc002usb.2,uc002usc.2,uc010fsc.2,uc010fsd.2,uc010zgh.1"
NAB2	uc001smz.2
NACA2	uc002izj.2
NACAD	uc003tmt.2
NACAP1	"uc003ykc.1,uc010mbs.1"
NACA	"uc001sly.2,uc001slz.2,uc001sma.2,uc001smb.2,uc001smc.2,uc009zoy.1,uc010squ.1"
NACC1	uc002mwm.2
NACC2	"uc004cgw.2,uc010nbh.2"
NADK	"uc001aic.2,uc001aid.3,uc001aie.2,uc009vkw.2,uc009vkx.1,uc010nyv.1"
NADSYN1	"uc001oqm.2,uc001oqn.2,uc001oqo.2,uc001oqp.2"
NAE1	"uc002eqe.2,uc002eqf.2,uc002eqg.2,uc010cdv.2,uc010cdw.1"
NAF1	"uc003iqj.2,uc003iqk.2,uc010iqw.1"
NAGA	"uc003bbw.3,uc003bbx.2,uc003bby.2"
NAGK	"uc002shp.3,uc002shq.3,uc002shr.2,uc010fea.2"
NAGLU	uc002hzv.2
NAGPA	"uc002cyf.2,uc002cyg.2,uc002cyh.2,uc002cyi.2,uc010buc.2,uc010uxx.1"
NAGS	"uc002ies.2,uc002iet.2,uc010czn.2"
NAIF1	"uc004bsz.2,uc004bta.2"
NAIP	"uc003kaq.2,uc003kar.1,uc003kas.1,uc003kat.1,uc011crs.1"
NALCN	"uc001vox.1,uc001voy.2,uc001voz.2,uc001vpa.2"
NAMPT	"uc003vdq.2,uc003vdr.1,uc011klu.1"
NANOG	uc009zfy.1
NANOS1	uc009xzf.1
NANOS2	uc002pdu.2
NANOS3	uc002mxj.3
NANP	uc002wuy.2
NANS	"uc004ayb.2,uc004ayc.2,uc004aye.1"
NAP1L1	"uc001sxv.2,uc001sxw.2,uc001sxx.2,uc001sxy.2,uc001sxz.2,uc001sya.2,uc001syb.2,uc001syc.2,uc010sty.1,uc010stz.1,uc010sua.1"
NAP1L2	"uc004ebi.2,uc011mqj.1"
NAP1L3	uc004efq.2
NAP1L4	"uc001lxb.2,uc001lxc.2,uc009ydt.2,uc010qxm.1,uc010qxn.1"
NAP1L5	uc003hrx.2
NAP1L6	uc004ebh.1
NAPA	"uc002pha.1,uc002phb.1,uc002phc.1,uc002phd.1,uc002phe.2,uc010elf.1,uc010elg.1"
NAPB	"uc002wta.2,uc002wtb.2,uc002wtc.2,uc002wtd.3,uc010zss.1,uc010zst.1"
NAPEPLD	"uc003vbc.2,uc003vbd.2,uc003vbe.2,uc003vbf.2,uc011klj.1"
NAPG	"uc002kon.2,uc002koo.2,uc002kop.2,uc010wzr.1"
NAPRT1	"uc003yym.3,uc003yyn.3,uc003yyo.3,uc011lkh.1"
NAPSA	uc002prx.2
NAPSB	uc002prw.2
NARFL	"uc002cjp.2,uc002cjq.2,uc002cjr.2,uc002cjs.2,uc010brc.1,uc010uuq.1,uc010uur.1"
NARF	"uc002kff.3,uc002kfg.3,uc002kfh.3,uc002kfi.3,uc002kfj.3,uc002kfk.2,uc010dit.2,uc010wvo.1,uc010wvp.1"
NARG2	"uc002ago.2,uc002agp.2,uc002agq.3,uc002agr.1,uc010bgk.2"
NARS2	"uc001ozi.2,uc010rsq.1"
NARS	"uc002lgs.2,uc002lgt.2,uc010xea.1,uc010xeb.1,uc010xec.1,uc010xed.1"
NASP	"uc001coh.1,uc001coi.1,uc001coj.1,uc001cok.1,uc001col.1,uc010olq.1,uc010olr.1"
NAT10	"uc001mvk.2,uc010ren.1"
NAT14	uc002qle.1
NAT15	"uc002cvg.1,uc002cvh.3,uc010btk.1,uc010btl.2,uc010btm.2,uc010uxb.1,uc010uxc.1,uc010uxd.1,uc010uxe.1"
NAT1	"uc003wyq.2,uc003wyr.2,uc003wys.2,uc003wyt.2,uc003wyu.2,uc003wyv.2,uc010ltc.2,uc010ltd.2,uc011kyl.1"
NAT2	uc003wyw.1
NAT6	"uc003czi.2,uc003czj.2,uc003czk.3,uc003czl.1"
NAT8B	uc002sjk.1
NAT8L	uc003geq.1
NAT8	uc002sji.1
NAT9	"uc002jlq.2,uc002jlr.2"
NAV1	"uc001gwu.2,uc001gwv.1,uc001gww.1,uc001gwx.2,uc001gwy.1"
NAV2	"uc001mpp.2,uc001mpr.3,uc001mpt.2,uc001mpu.2,uc001mpv.2,uc009yhx.2,uc009yhy.1,uc009yhz.2,uc010rdm.1"
NAV3	"uc001syo.2,uc001syp.2,uc009zsf.2,uc010sub.1"
NBAS	"uc002rcb.1,uc002rcc.1,uc002rcd.1,uc010exl.1"
NBEAL1	"uc002uzq.3,uc002uzs.3,uc002uzt.3,uc002uzu.2,uc010zid.1,uc010zie.1"
NBEAL2	"uc003cqp.2,uc003cqq.1,uc010hjm.1,uc010hjn.1,uc010hjo.1"
NBEA	"uc001uvb.2,uc001uvd.2,uc010abi.2,uc010tee.1,uc010tef.1,uc010teg.1"
NBL1	"uc001bcj.1,uc001bck.1,uc009vpl.1,uc009vpm.1"
NBLA00301	"uc003itj.2,uc003itk.2,uc003itl.3,uc010irf.2,uc010irg.2,uc010irh.2,uc010iri.2,uc010irj.2,uc010irk.2,uc010irl.2,uc010irm.2,uc010irn.2,uc011ckd.1"
NBN	"uc003yei.1,uc003yej.1,uc011lgb.1"
NBPF10	"uc001emp.3,uc001emq.1,uc001enc.2,uc001end.3,uc009wir.2,uc010oyi.1,uc010oyj.1,uc010oyk.1,uc010oyl.1,uc010oym.1,uc010oyn.1,uc010oyo.1,uc010oyp.1,uc010oyq.1,uc010oyr.1"
NBPF14	"uc001eqq.2,uc001eqs.1,uc001eqx.2,uc009wkf.1,uc010pab.1,uc010pac.1,uc010pad.1,uc010pae.1,uc010paf.1"
NBPF15	"uc001esb.1,uc001esc.2"
NBPF16	"uc009wkt.1,uc010pba.1"
NBPF1	"uc001ayz.1,uc001aza.3,uc001azb.1,uc001azc.1,uc009vos.1,uc009vot.1,uc010oce.1"
NBPF22P	uc003kiq.2
NBPF3	"uc001ber.2,uc001bes.2,uc009vqb.2,uc010odm.1"
NBPF4	"uc001dvo.2,uc009wen.2,uc009weo.2"
NBPF6	"uc009wep.2,uc009weq.2"
NBPF7	uc010oxk.1
NBPF9	"uc001ekg.1,uc001ekk.1,uc001eli.3,uc001elp.2,uc009wif.1,uc009wig.1,uc009wii.1,uc010oxn.1,uc010oxo.1,uc010oxr.1,uc010oxt.1,uc010oyd.1,uc010oye.1,uc010oyf.1,uc010oyg.1"
NBR1	"uc010czd.2,uc010diz.2,uc010whu.1,uc010whv.1,uc010whw.1,uc010whx.1"
NBR2	"uc002idf.2,uc002idg.2,uc002idh.2,uc010czb.1"
NCALD	"uc003yke.2,uc003ykf.2,uc003ykg.2,uc003ykh.2,uc003yki.2,uc003ykj.2,uc003ykk.2,uc003ykl.2"
NCAM1	"uc001pno.2,uc001pnp.2,uc001pnq.2,uc001pnr.2,uc001pns.2,uc001pnt.2,uc009yyq.1"
NCAM2	"uc002yld.1,uc011acb.1,uc011acc.1"
NCAN	"uc002nlz.2,uc002nma.2,uc010ecc.1"
NCAPD2	"uc001qoo.2,uc009zen.1,uc010sfd.1"
NCAPD3	"uc001qhc.1,uc001qhd.1,uc009zda.1,uc010scm.1,uc010scn.1"
NCAPG2	"uc003wnv.1,uc003wnw.1,uc003wnx.1,uc010lqu.1,uc011kwc.1,uc011kwd.1,uc011kwe.1"
NCAPG	"uc003gpp.2,uc011bxj.1"
NCAPH2	"uc003blq.3,uc003blr.3,uc003bls.3,uc003blt.3,uc003blu.3,uc003blv.2,uc003blw.3,uc003blx.3,uc003bly.3,uc010hbb.2"
NCAPH	"uc002svz.1,uc002swa.1,uc010fhu.1,uc010fhv.1,uc010fhw.1,uc010yum.1,uc010yun.1"
NCBP1	uc004axq.2
NCBP2	"uc003fxb.1,uc003fxc.1,uc003fxd.1,uc003fxe.1,uc003fxf.2,uc011btz.1"
NCCRP1	uc002okq.1
NCDN	"uc001bza.2,uc001bzb.2,uc001bzc.2"
NCEH1	"uc003fig.2,uc011bpw.1,uc011bpx.1,uc011bpy.1"
NCF1B	"uc011ker.1,uc011kes.1"
NCF1C	"uc003ubv.2,uc011kfn.1,uc011kfo.1"
NCF1	"uc003ubb.2,uc010lbs.1,uc011kfh.1"
NCF2	"uc001gqj.3,uc001gqk.3,uc010pod.1,uc010poe.1"
NCF4	"uc003apy.3,uc003apz.3"
NCK1	"uc003erh.2,uc011bme.1"
NCK2	"uc002tdg.2,uc002tdh.2,uc002tdi.2"
NCKAP1L	"uc001sgc.3,uc010sox.1,uc010soy.1"
NCKAP1	"uc002upb.2,uc002upc.2"
NCKAP5L	"uc001rvb.2,uc001rvc.3,uc009zlk.2"
NCKAP5	"uc002ttp.2,uc002ttq.2,uc002tts.1,uc002ttt.1"
NCKIPSD	"uc003cum.2,uc003cun.2,uc010hkh.1"
NCLN	"uc002lxh.1,uc002lxi.2,uc002lxj.1,uc002lxk.2"
NCL	uc002vru.2
NCOA1	"uc002rfi.2,uc002rfj.2,uc002rfk.2,uc002rfl.2,uc010eye.2,uc010eyf.2"
NCOA2	"uc003xyn.1,uc011lfb.1"
NCOA3	"uc002xtk.2,uc002xtl.2,uc002xtm.2,uc002xtn.2,uc010ght.1,uc010ghu.1,uc010zyc.1"
NCOA4	"uc001jis.3,uc001jit.2,uc009xon.2,uc009xoo.2,uc010qhd.1,uc010qhe.1,uc010qhf.1"
NCOA5	"uc002xrc.2,uc002xrd.2,uc002xre.2"
NCOA6	"uc002xav.2,uc002xaw.2,uc010gew.1"
NCOA7	"uc003qae.3,uc003qaf.2,uc003qag.2,uc003qah.2,uc003qai.2,uc003qaj.2,uc003qak.2,uc010kes.2,uc010ket.2"
NCOR1	"uc002gpl.2,uc002gpm.2,uc002gpn.2,uc002gpo.2,uc002gpp.1,uc002gpq.1,uc002gpr.2,uc002gps.1,uc002gpu.2,uc010coy.2,uc010coz.1,uc010cpa.1,uc010cpb.1,uc010vwb.1,uc010vwc.1"
NCOR2	"uc001ugj.1,uc001ugk.1,uc010tax.1,uc010tay.1,uc010taz.1,uc010tba.1,uc010tbb.1,uc010tbc.1"
NCR1	"uc002qib.2,uc002qic.2,uc002qid.2,uc002qie.2,uc002qif.2,uc010esj.2"
NCR2	"uc003oqh.2,uc003oqi.2,uc003oqj.2"
NCR3	"uc003nuv.2,uc003nuw.2,uc003nux.1"
NCRNA00028	uc010ztn.1
NCRNA00029	uc002yed.2
NCRNA00032	uc010mjd.1
NCRNA00051	uc011ljt.1
NCRNA00052	uc002bmc.1
NCRNA00081	"uc001kzi.3,uc001kzj.3,uc001kzk.3,uc009xxw.2,uc010qrf.1"
NCRNA00085	"uc002pxk.3,uc002pxl.3,uc002pxm.1"
NCRNA00086	uc004eyv.3
NCRNA00087	uc004eyh.2
NCRNA00092	uc004avx.2
NCRNA00093	uc001kqk.1
NCRNA00094	uc004ceu.2
NCRNA00095	uc002dzy.2
NCRNA00099	uc003gqj.1
NCRNA00105	"uc004cpv.2,uc004cpw.2"
NCRNA00107	uc011mgz.1
NCRNA00110	"uc002yns.2,uc011acu.1"
NCRNA00111	uc011aes.1
NCRNA00112	uc002yzm.2
NCRNA00113	uc011acl.1
NCRNA00114	"uc002yxd.3,uc010goa.2,uc011aen.1"
NCRNA00115	uc010nxx.1
NCRNA00116	"uc002tfq.2,uc010fjw.1,uc010fjx.1"
NCRNA00119	"uc003epg.1,uc010htu.1"
NCRNA00120	uc003pml.1
NCRNA00152	"uc002ssk.3,uc010fgy.2,uc010fgz.2"
NCRNA00157	uc011aca.1
NCRNA00158	"uc002ylk.2,uc010glg.2"
NCRNA00159	uc011adm.1
NCRNA00160	uc011ady.1
NCRNA00161	"uc002ymm.2,uc002ymn.2"
NCRNA00162	uc002zgo.2
NCRNA00164	"uc002tti.3,uc002ttj.3"
NCRNA00167	uc009zcu.2
NCRNA00169	uc010bwr.1
NCRNA00171	"uc003nox.1,uc003rto.2,uc011dme.1"
NCRNA00173	"uc001tvx.1,uc001tvy.2"
NCRNA00174	uc003tux.2
NCRNA00175	"uc002zhh.1,uc011afr.1"
NCRNA00176	"uc002yhq.2,uc010gko.2,uc011abq.1"
NCRNA00181	"uc002qse.2,uc002qsg.2"
NCRNA00182	"uc004ebr.1,uc010nlq.1"
NCRNA00183	"uc004ebo.2,uc004ebp.2"
NCRNA00185	uc004ftx.2
NCRNA00188	"uc002gqa.3,uc002gqb.3,uc002gqc.2,uc010cpd.2,uc010cpe.2,uc010vwf.1,uc010vwg.1,uc010vwh.1,uc010vwi.1,uc010vwj.1,uc010vwk.1,uc010vwl.1,uc010vwm.1,uc010vwn.1,uc010vwo.1,uc010vwp.1"
NCRNA00189	"uc002ynh.2,uc002yni.2"
NCRNA00200	uc010qag.1
NCRNA00201	uc001iav.2
NCRNA00202	uc001itf.2
NCRNA00203	uc001ybi.2
NCRNA00204B	"uc011mzt.1,uc011mzu.1"
NCRNA00207	"uc003bev.1,uc011aqg.1,uc011aqh.1"
NCRNA00219	"uc003kpq.1,uc003kps.2"
NCRNA00230B	"uc004ftj.2,uc004fto.2"
NCRNA00235	uc010uuh.1
NCS1	"uc004bzi.2,uc010myz.1"
NCSTN	"uc001fvx.2,uc001fvy.2,uc001fvz.2,uc009wtk.1,uc010pjf.1,uc010pjg.1"
NDC80	uc002kli.2
NDE1	"uc002dds.2,uc002ddt.1,uc002ddu.1,uc002ddz.1,uc010uzy.1"
NDEL1	"uc002gli.2,uc002glj.2,uc002glk.1"
NDFIP1	"uc003lmi.3,uc003lmj.1"
NDFIP2	"uc001vlf.2,uc001vlg.2,uc010tib.1"
NDNL2	uc001zco.2
NDN	uc001ywk.2
NDOR1	"uc004clw.2,uc004clx.2,uc004cly.2,uc011mes.1"
NDP	uc004dga.3
NDRG1	"uc003yue.1,uc003yuf.1,uc003yug.2,uc003yuh.2,uc003yui.1,uc010mee.2,uc010mef.2,uc011ljh.1,uc011lji.1"
NDRG2	"uc001vyt.2,uc001vyu.2,uc001vyv.2,uc001vyw.2,uc001vyx.2,uc001vyy.2,uc001vyz.2,uc001vza.2,uc001vzb.2,uc001vzc.2,uc001vzd.2,uc001vze.2,uc001vzf.2,uc001vzg.2,uc010aig.2,uc010tll.1"
NDRG3	"uc002xfw.2,uc002xfx.2,uc010zvq.1,uc010zvr.1"
NDRG4	"uc002enk.2,uc002enm.2,uc002eno.2,uc002enp.2,uc002enq.1,uc010cdk.2,uc010vif.1,uc010vig.1,uc010vih.1,uc010vii.1"
NDST1	"uc003lsk.3,uc003lsl.2,uc011dcj.1"
NDST2	"uc001jvk.2,uc001jvl.1,uc009xro.2,uc010qks.1,uc010qkt.1,uc010qku.1"
NDST3	"uc003ibw.2,uc003ibx.2,uc011cgf.1"
NDST4	"uc003ibu.2,uc010imw.2"
NDUFA10	"uc002vyn.2,uc002vyo.1,uc002vyp.2,uc010fzc.1"
NDUFA11	"uc002mdp.1,uc002mdq.1,uc002mdr.1"
NDUFA12	uc001tdl.2
NDUFA13	"uc002nms.2,uc010xqx.1,uc010xqy.1"
NDUFA1	uc004esc.3
NDUFA2	uc003lgp.2
NDUFA3	"uc002qde.2,uc002qdf.2"
NDUFA4L2	"uc001sno.2,uc010srk.1,uc010srl.1"
NDUFA4	uc003srx.1
NDUFA5	"uc003vkr.2,uc003vks.2,uc003vkt.1"
NDUFA6	uc003bcb.2
NDUFA7	uc002mjm.1
NDUFA8	uc004blv.2
NDUFA9	"uc001qnc.2,uc009zei.1,uc010ses.1"
NDUFAB1	uc002dlw.2
NDUFAF1	"uc001znx.2,uc010bcf.2"
NDUFAF2	"uc003jso.3,uc003jsp.3"
NDUFAF3	"uc003cvn.2,uc003cvp.2,uc003cvq.2,uc003cvr.2,uc003cvs.2"
NDUFAF4	"uc003pov.2,uc003pow.2"
NDUFB10	"uc002cni.2,uc002cnj.2"
NDUFB11	"uc004dhc.2,uc004dhd.2"
NDUFB1	"uc001yaf.2,uc001yag.1"
NDUFB2	"uc003vwa.2,uc010lnl.2"
NDUFB3	uc002uwx.3
NDUFB4	"uc003edt.2,uc003edu.2"
NDUFB5	"uc003fkc.2,uc003fkd.2,uc003fke.2"
NDUFB6	"uc003zre.1,uc003zrf.1"
NDUFB7	uc002mzg.2
NDUFB8	uc001kri.1
NDUFB9	"uc003yrg.3,uc011lim.1"
NDUFC1	"uc003ihs.2,uc003iht.2"
NDUFC2	uc009yuw.2
